dim,cell_type,modality,trial,task,file,sum_stat,baseline_pct,umap_pct,scale,clip,clip_soft,label_dim
337,MiniAtlas-LAMP5,K27Ac,MiniAtlas-LAMP5_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,317
338,MiniAtlas-LAMP5,K27Me3,MiniAtlas-LAMP5_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,318
340,MiniAtlas-LAMP5,RNAminus,MiniAtlas-LAMP5_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,319
341,MiniAtlas-LAMP5,RNAplus,MiniAtlas-LAMP5_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,320
342,MiniAtlas-LAMP5-LHX6,ATAC,MiniAtlas-LAMP5-LHX6_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5-LHX6_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,321
343,MiniAtlas-LAMP5-LHX6,K27Ac,MiniAtlas-LAMP5-LHX6_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5-LHX6_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,322
344,MiniAtlas-LAMP5-LHX6,K27Me3,MiniAtlas-LAMP5-LHX6_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5-LHX6_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,323
346,MiniAtlas-LAMP5-LHX6,RNAminus,MiniAtlas-LAMP5-LHX6_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5-LHX6_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,324
347,MiniAtlas-LAMP5-LHX6,RNAplus,MiniAtlas-LAMP5-LHX6_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5-LHX6_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,325
348,MiniAtlas-MGC,ATAC,MiniAtlas-MGC_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MGC_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,326
349,MiniAtlas-MGC,K27Ac,MiniAtlas-MGC_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MGC_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,327
350,MiniAtlas-MGC,K27Me3,MiniAtlas-MGC_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MGC_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,328
352,MiniAtlas-MGC,RNAminus,MiniAtlas-MGC_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MGC_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,329
353,MiniAtlas-MGC,RNAplus,MiniAtlas-MGC_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MGC_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,330
354,MiniAtlas-MSN,ATAC,MiniAtlas-MSN_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MSN_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,331
355,MiniAtlas-MSN,K27Ac,MiniAtlas-MSN_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MSN_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,332
356,MiniAtlas-MSN,K27Me3,MiniAtlas-MSN_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MSN_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,333
358,MiniAtlas-MSN,RNAminus,MiniAtlas-MSN_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MSN_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,334
359,MiniAtlas-MSN,RNAplus,MiniAtlas-MSN_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-MSN_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,335
360,MiniAtlas-OGC,ATAC,MiniAtlas-OGC_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OGC_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,336
361,MiniAtlas-OGC,K27Ac,MiniAtlas-OGC_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OGC_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,337
362,MiniAtlas-OGC,K27Me3,MiniAtlas-OGC_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OGC_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,338
364,MiniAtlas-OGC,RNAminus,MiniAtlas-OGC_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OGC_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,339
365,MiniAtlas-OGC,RNAplus,MiniAtlas-OGC_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OGC_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,340
366,MiniAtlas-OPC,ATAC,MiniAtlas-OPC_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OPC_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,341
367,MiniAtlas-OPC,K27Ac,MiniAtlas-OPC_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OPC_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,342
368,MiniAtlas-OPC,K27Me3,MiniAtlas-OPC_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OPC_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,343
370,MiniAtlas-OPC,RNAminus,MiniAtlas-OPC_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OPC_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,344
371,MiniAtlas-OPC,RNAplus,MiniAtlas-OPC_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-OPC_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,345
372,MiniAtlas-PAX6,ATAC,MiniAtlas-PAX6_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PAX6_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,346
373,MiniAtlas-PAX6,K27Ac,MiniAtlas-PAX6_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PAX6_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,347
374,MiniAtlas-PAX6,K27Me3,MiniAtlas-PAX6_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PAX6_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,348
376,MiniAtlas-PAX6,RNAminus,MiniAtlas-PAX6_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PAX6_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,349
377,MiniAtlas-PAX6,RNAplus,MiniAtlas-PAX6_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PAX6_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,350
378,MiniAtlas-PV-CHC,ATAC,MiniAtlas-PV-CHC_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PV-CHC_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,351
379,MiniAtlas-PV-CHC,K27Ac,MiniAtlas-PV-CHC_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PV-CHC_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,352
380,MiniAtlas-PV-CHC,K27Me3,MiniAtlas-PV-CHC_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PV-CHC_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,353
382,MiniAtlas-PV-CHC,RNAminus,MiniAtlas-PV-CHC_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PV-CHC_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,354
383,MiniAtlas-PV-CHC,RNAplus,MiniAtlas-PV-CHC_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PV-CHC_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,355
384,MiniAtlas-PVALB,ATAC,MiniAtlas-PVALB_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PVALB_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,356
385,MiniAtlas-PVALB,K27Ac,MiniAtlas-PVALB_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PVALB_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,357
386,MiniAtlas-PVALB,K27Me3,MiniAtlas-PVALB_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PVALB_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,358
388,MiniAtlas-PVALB,RNAminus,MiniAtlas-PVALB_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PVALB_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,359
389,MiniAtlas-PVALB,RNAplus,MiniAtlas-PVALB_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-PVALB_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,360
390,MiniAtlas-SNCG,ATAC,MiniAtlas-SNCG_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SNCG_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,361
391,MiniAtlas-SNCG,K27Ac,MiniAtlas-SNCG_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SNCG_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,362
392,MiniAtlas-SNCG,K27Me3,MiniAtlas-SNCG_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SNCG_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,363
394,MiniAtlas-SNCG,RNAminus,MiniAtlas-SNCG_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SNCG_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,364
395,MiniAtlas-SNCG,RNAplus,MiniAtlas-SNCG_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SNCG_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,365
396,MiniAtlas-SST,ATAC,MiniAtlas-SST_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,366
397,MiniAtlas-SST,K27Ac,MiniAtlas-SST_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,367
398,MiniAtlas-SST,K27Me3,MiniAtlas-SST_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,368
400,MiniAtlas-SST,RNAminus,MiniAtlas-SST_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,369
401,MiniAtlas-SST,RNAplus,MiniAtlas-SST_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,370
402,MiniAtlas-SST-CHODL,ATAC,MiniAtlas-SST-CHODL_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST-CHODL_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,371
403,MiniAtlas-SST-CHODL,K27Ac,MiniAtlas-SST-CHODL_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST-CHODL_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,372
404,MiniAtlas-SST-CHODL,K27Me3,MiniAtlas-SST-CHODL_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST-CHODL_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,373
406,MiniAtlas-SST-CHODL,RNAminus,MiniAtlas-SST-CHODL_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST-CHODL_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,374
407,MiniAtlas-SST-CHODL,RNAplus,MiniAtlas-SST-CHODL_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-SST-CHODL_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,375
408,MiniAtlas-URL,ATAC,MiniAtlas-URL_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-URL_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,376
409,MiniAtlas-URL,K27Ac,MiniAtlas-URL_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-URL_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,377
410,MiniAtlas-URL,K27Me3,MiniAtlas-URL_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-URL_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,378
412,MiniAtlas-URL,RNAminus,MiniAtlas-URL_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-URL_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,379
413,MiniAtlas-URL,RNAplus,MiniAtlas-URL_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-URL_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,380
414,MiniAtlas-VIP,ATAC,MiniAtlas-VIP_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-VIP_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,381
415,MiniAtlas-VIP,K27Ac,MiniAtlas-VIP_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-VIP_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,382
416,MiniAtlas-VIP,K27Me3,MiniAtlas-VIP_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-VIP_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,383
418,MiniAtlas-VIP,RNAminus,MiniAtlas-VIP_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-VIP_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,384
419,MiniAtlas-VIP,RNAplus,MiniAtlas-VIP_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-VIP_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,385
